contig	Position	Modification	Total_coverage	Percent_modified	gene_callers_id	start	stop	Archaea_76	Bacteria_71	COG20_CATEGORY	COG20_FUNCTION	COG20_PATHWAY	CyCOGv6	KEGG_BRITE	KEGG_Class	KEGG_Module	KOfam	Protista_83	Transfer_RNAs	Archaea_76_ACC	Bacteria_71_ACC	COG20_CATEGORY_ACC	COG20_FUNCTION_ACC	COG20_PATHWAY_ACC	CyCOGv6_ACC	KEGG_BRITE_ACC	KEGG_Class_ACC	KEGG_Module_ACC	KOfam_ACC	Protista_83_ACC	Transfer_RNAs_ACC	type
c_000000000057	41988	6mA	66	0.79	1984.0	41826	43149			Lipid transport and metabolism	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246)		phosphate:acyl-[acyl carrier protein] acyltransferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.274  phosphate acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>GPAT			phosphate acyltransferase [EC:2.3.1.274]					I	COG0416		CyCOG_60000317	ko00001!!!ko01000!!!ko01004			K03621			gene
c_000000000057	42111	6mA	75	0.73	1984.0	41826	43149			Lipid transport and metabolism	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246)		phosphate:acyl-[acyl carrier protein] acyltransferase	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.274  phosphate acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>GPAT			phosphate acyltransferase [EC:2.3.1.274]					I	COG0416		CyCOG_60000317	ko00001!!!ko01000!!!ko01004			K03621			gene
c_000000000057	43250	6mA	57	0.77	1985.0	43153	43900			Signal transduction mechanisms!!!Transcription	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)		two component transcriptional regulator, winged helix family	Two-component system>>>OmpR family>>>Unclassified			two-component system, OmpR family, response regulator RpaB					T!!!K	COG0745		CyCOG_60000006	ko02022			K11329			gene
c_000000000057	44748	6mA	12	0.67	1986.0	44007	45387			Replication, recombination and repair	DNA repair protein RadA/Sms, contains AAA+ ATPase domain (Sms) (PDB:5LKM) (PUBMED:30877841)		DNA repair protein RadA/Sms	DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecFOR pathway proteins			DNA repair protein RadA/Sms					L	COG1066		CyCOG_60000485	ko03400			K04485			gene
c_000000000058	19170	6mA	467	0.82	2075.0	18057	20028			Translation, ribosomal structure and biogenesis	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA (MnmG) (PDB:2ZXH)	tRNA modification	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	Transfer RNA biogenesis>>>Eukaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins			tRNA uridine 5-carboxymethylaminomethyl modification enzyme					J	COG0445	COG0445	CyCOG_60000347	ko03016!!!ko03016!!!ko03036			K03495			gene
c_000000000058	19651	6mA	466	0.86	2075.0	18057	20028			Translation, ribosomal structure and biogenesis	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA (MnmG) (PDB:2ZXH)	tRNA modification	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	Transfer RNA biogenesis>>>Eukaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins			tRNA uridine 5-carboxymethylaminomethyl modification enzyme					J	COG0445	COG0445	CyCOG_60000347	ko03016!!!ko03016!!!ko03036			K03495			gene
c_000000000058	19815	6mA	746	0.79	2075.0	18057	20028			Translation, ribosomal structure and biogenesis	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA (MnmG) (PDB:2ZXH)	tRNA modification	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	Transfer RNA biogenesis>>>Eukaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins			tRNA uridine 5-carboxymethylaminomethyl modification enzyme					J	COG0445	COG0445	CyCOG_60000347	ko03016!!!ko03016!!!ko03036			K03495			gene
c_000000000058	19977	6mA	805	0.74	2075.0	18057	20028			Translation, ribosomal structure and biogenesis	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA (MnmG) (PDB:2ZXH)	tRNA modification	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	Transfer RNA biogenesis>>>Eukaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Other tRNA modification factors!!!Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins			tRNA uridine 5-carboxymethylaminomethyl modification enzyme					J	COG0445	COG0445	CyCOG_60000347	ko03016!!!ko03016!!!ko03036			K03495			gene
c_000000000058	20411	6mA	963	0.84	2076.0	20062	21481			Replication, recombination and repair	Replicative DNA helicase (DnaB) (PDB:1B79)		primary replicative DNA helicase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.3  DNA 5'-3' helicase!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)			replicative DNA helicase [EC:5.6.2.3]					L	COG0305		CyCOG_60000112	ko00001!!!ko00001!!!ko01000!!!ko03032			K02314			gene
c_000000000058	21139	6mA	521	0.89	2076.0	20062	21481			Replication, recombination and repair	Replicative DNA helicase (DnaB) (PDB:1B79)		primary replicative DNA helicase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.3  DNA 5'-3' helicase!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)			replicative DNA helicase [EC:5.6.2.3]					L	COG0305		CyCOG_60000112	ko00001!!!ko00001!!!ko01000!!!ko03032			K02314			gene
c_000000000058	21373	6mA	408	0.88	2076.0	20062	21481			Replication, recombination and repair	Replicative DNA helicase (DnaB) (PDB:1B79)		primary replicative DNA helicase	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09143 Cell growth and death>>>04112 Cell cycle - Caulobacter [PATH:ko04112]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.3  DNA 5'-3' helicase!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)			replicative DNA helicase [EC:5.6.2.3]					L	COG0305		CyCOG_60000112	ko00001!!!ko00001!!!ko01000!!!ko03032			K02314			gene
c_000000000058	22345	6mA	246	0.82	2078.0	22039	22969			Lipid transport and metabolism	Fatty-acid desaturase (OLE1) (PDB:4YMK)		Delta-9 acyl-phospholipid desaturase	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>1. Oxidoreductases>>>1.14  Acting on paired donors, with incorporation or reduction of molecular oxygen>>>1.14.19  With oxidation of a pair of donors resulting in the reduction of O2 to two molecules of water>>>1.14.19.28  sn-1 stearoyl-lipid 9-desaturase			sn-1 stearoyl-lipid 9-desaturase [EC:1.14.19.28]					I	COG1398		CyCOG_60000872	ko00001!!!ko01000			K23054			gene
